brake,date,driver_number,drs,meeting_key,n_gear,rpm,session_key,speed,throttle
0,2023-09-15 12:45:19.199000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:19.359000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:19.599000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:19.838000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:19.998000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:20.238000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:20.438000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:20.638000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:21.078000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:21.238000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:21.598000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:21.798000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:22.038000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:22.518000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:22.919000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:23.239000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:23.519000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:23.719000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:23.999000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:24.319000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:24.559000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:24.959000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:25.279000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:25.519000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:25.759000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:25.959000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:26.239000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:26.558000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:26.878000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:27.158000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:27.438000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:27.638000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:27.918000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:28.118000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:28.518000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:28.718000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:28.878000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:29.038000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:29.318000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:29.599000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:29.879000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:30.079000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:30.519000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:30.879000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:31.119000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:31.319000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:31.639000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:31.839000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:32.199000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:32.639000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:32.959000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:33.118000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:33.318000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:33.678000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:34.318000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:34.518000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:34.798000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:35.118000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:35.358000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:35.558000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:35.838000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:35.998000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:36.279000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:36.519000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:36.879000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:37.159000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:37.479000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:37.639000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:37.959000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:38.119000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:38.359000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:38.639000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:38.879000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:39.039000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:39.359000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:39.798000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:39.958000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:40.238000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:40.478000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:40.678000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:40.918000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:41.238000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:41.598000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:41.798000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:42.038000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:42.198000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:42.358000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:42.639000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:42.919000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:43.319000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:43.479000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:43.759000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:43.959000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:44.239000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:44.479000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:44.759000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:45.199000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:45.559000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:45.799000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:46.039000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:46.199000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:46.558000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:46.718000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:47.398000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:47.638000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:47.878000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:48.078000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:48.438000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:48.758000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:49.038000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:49.279000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:49.719000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:49.919000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:50.239000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:50.479000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:50.679000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:50.959000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:51.319000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:51.639000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:51.879000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:52.079000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:52.279000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:52.559000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:52.999000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:53.198000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:53.438000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:53.718000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:53.998000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:54.238000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:54.558000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:54.838000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:55.078000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:55.318000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:55.478000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:55.638000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:55.799000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:55.999000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:56.319000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:57.279000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:57.559000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:57.719000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:57.959000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:58.119000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:58.399000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:58.639000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:58.839000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:58.999000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:59.279000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:59.439000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:59.639000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:45:59.879000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:00.198000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:00.558000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:00.918000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:01.318000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:01.478000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:01.758000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:02.198000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:02.439000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:02.839000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:03.079000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:03.399000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:03.639000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:04.079000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:04.479000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:04.639000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:05.079000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:05.239000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:05.719000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:06.079000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:06.439000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:06.599000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:06.878000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:07.158000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:07.318000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:07.518000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:07.758000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:08.078000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:08.358000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:08.558000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:08.758000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:09.199000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:09.359000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:09.559000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:09.839000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:10.119000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:10.319000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:10.559000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:10.799000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:10.959000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:11.159000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:11.479000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:11.919000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:12.119000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:12.479000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:12.639000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:12.919000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:13.159000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:13.319000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:13.478000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:13.638000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:13.958000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:14.118000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:14.278000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:14.598000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:14.918000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:15.118000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:15.438000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:16.359000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:16.799000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:17.119000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:17.399000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:17.639000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:17.839000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:17.999000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:18.159000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:18.479000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:18.799000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:19.199000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:19.519000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:19.919000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:20.278000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:20.518000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:20.918000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:21.118000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:21.438000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:21.638000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:21.838000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:22.119000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:22.279000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:22.559000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:22.759000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:22.959000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:23.119000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:23.399000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:23.719000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:24.079000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:24.319000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:24.519000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:24.839000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:25.079000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:25.239000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:25.719000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:26.119000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:26.319000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:26.599000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:26.918000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:27.118000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:27.318000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:27.518000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:27.918000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:28.238000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:28.638000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:28.839000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:28.999000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:29.199000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:29.639000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:29.879000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:30.119000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:30.359000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:30.679000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:30.919000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:31.159000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:31.359000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:32.399000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:32.839000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:33.039000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:33.359000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:33.558000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:33.798000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:34.078000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:34.318000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:34.518000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:34.718000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:34.958000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:35.239000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:35.439000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:35.639000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:35.839000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:36.239000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:36.399000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:36.679000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:37.159000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:37.319000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:37.759000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:38.199000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:38.359000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:38.559000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:39.039000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:39.239000+00:00,55,0,1219,0,0,9159,0,0
0,2023-09-15 12:46:39.439000+00:00,55,0,1219,0,0,9159,0,0
